ds;country;polygon_source;polygon_id;polygon_name;tiles_visited_related_change;ratio_single_tile_users;baseline_name;baseline_type
16/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30247;0.23159;full_february;DAY_OF_WEEK
20/09/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30293;0.26038;full_february;DAY_OF_WEEK
29/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30699;0.26307;full_february;DAY_OF_WEEK
11/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30749;0.26151;full_february;DAY_OF_WEEK
22/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30767;0.24906;full_february;DAY_OF_WEEK
04/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.30853;0.25691;full_february;DAY_OF_WEEK
21/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.31014;0.25825;full_february;DAY_OF_WEEK
01/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.31497;0.24527;full_february;DAY_OF_WEEK
12/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.31612;0.27733;full_february;DAY_OF_WEEK
05/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.31721;0.26995;full_february;DAY_OF_WEEK
14/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.31848;0.26959;full_february;DAY_OF_WEEK
06/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.32127;0.26123;full_february;DAY_OF_WEEK
31/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.3235;0.26702;full_february;DAY_OF_WEEK
08/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.32416;0.25561;full_february;DAY_OF_WEEK
02/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.32448;0.25094;full_february;DAY_OF_WEEK
09/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.32451;0.27061;full_february;DAY_OF_WEEK
23/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.32921;0.24207;full_february;DAY_OF_WEEK
20/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.33218;0.25727;full_february;DAY_OF_WEEK
30/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.3366;0.26791;full_february;DAY_OF_WEEK
26/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.33899;0.27562;full_february;DAY_OF_WEEK
13/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.33971;0.27284;full_february;DAY_OF_WEEK
03/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.34091;0.25448;full_february;DAY_OF_WEEK
08/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.34739;0.26955;full_february;DAY_OF_WEEK
06/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.34889;0.28685;full_february;DAY_OF_WEEK
27/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.35206;0.27009;full_february;DAY_OF_WEEK
30/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.36037;0.28651;full_february;DAY_OF_WEEK
17/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.36205;0.25375;full_february;DAY_OF_WEEK
09/03/2020;IDN;GADM;IDN.9.5_1;Bogor;0.365972222;0.14443;full_february;DAY_OF_WEEK
29/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.36977;0.29079;full_february;DAY_OF_WEEK
28/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.37874;0.26487;full_february;DAY_OF_WEEK
27/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.38393;0.30402;full_february;DAY_OF_WEEK
09/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.38504;0.27008;full_february;DAY_OF_WEEK
28/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.38846;0.31812;full_february;DAY_OF_WEEK
16/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.3929;0.29045;full_february;DAY_OF_WEEK
15/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.39333;0.29237;full_february;DAY_OF_WEEK
17/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.40283;0.28902;full_february;DAY_OF_WEEK
04/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.40928;0.27925;full_february;DAY_OF_WEEK
02/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.42064;0.29068;full_february;DAY_OF_WEEK
11/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.44005;0.29762;full_february;DAY_OF_WEEK
18/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.44156;0.29047;full_february;DAY_OF_WEEK
07/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.44319;0.29883;full_february;DAY_OF_WEEK
25/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.44512;0.30449;full_february;DAY_OF_WEEK
10/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.44804;0.29517;full_february;DAY_OF_WEEK
24/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.45418;0.31745;full_february;DAY_OF_WEEK
03/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.4641;0.30014;full_february;DAY_OF_WEEK
05/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.46422;0.30042;full_february;DAY_OF_WEEK
29/03/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.46858;0.30827;full_february;DAY_OF_WEEK
25/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.46886;0.30919;full_february;DAY_OF_WEEK
12/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.47447;0.30938;full_february;DAY_OF_WEEK
01/05/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.47554;0.31726;full_february;DAY_OF_WEEK
10/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.48764;0.32591;full_february;DAY_OF_WEEK
26/04/2020;IDN;GADM;IDN.9.5_1;Bogor;-0.53785;0.34767;full_february;DAY_OF_WEEK
13/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.00005;0.18984;full_february;DAY_OF_WEEK
27/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00016;0.19249;full_february;DAY_OF_WEEK
04/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.00092;0.20881;full_february;DAY_OF_WEEK
23/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00159;1.48125;full_february;DAY_OF_WEEK
08/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00303;0.15625;full_february;DAY_OF_WEEK
20/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00342;0.20027;full_february;DAY_OF_WEEK
09/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00414;0.21271;full_february;DAY_OF_WEEK
25/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.0051;0.20036;full_february;DAY_OF_WEEK
16/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.00558;0.22175;full_february;DAY_OF_WEEK
04/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00661;0.22165;full_february;DAY_OF_WEEK
04/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.00731;0.21312;full_february;DAY_OF_WEEK
08/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.00774;0.22337;full_february;DAY_OF_WEEK
06/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00817;0.21684;full_february;DAY_OF_WEEK
28/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.0093;0.22832;full_february;DAY_OF_WEEK
03/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.00982;0.21575;full_february;DAY_OF_WEEK
08/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01036;0.20397;full_february;DAY_OF_WEEK
14/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01068;0.21893;full_february;DAY_OF_WEEK
03/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01135;0.20749;full_february;DAY_OF_WEEK
29/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01216;0.24765;full_february;DAY_OF_WEEK
02/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01224;0.20552;full_february;DAY_OF_WEEK
07/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01244;0.22468;full_february;DAY_OF_WEEK
12/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01271;0.21279;full_february;DAY_OF_WEEK
09/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01282;0.20967;full_february;DAY_OF_WEEK
15/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01288;0.22389;full_february;DAY_OF_WEEK
25/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01324;0.21942;full_february;DAY_OF_WEEK
02/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01338;0.22372;full_february;DAY_OF_WEEK
17/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01359;0.22842;full_february;DAY_OF_WEEK
09/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01384;0.21112;full_february;DAY_OF_WEEK
14/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0141;0.20232;full_february;DAY_OF_WEEK
27/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01475;0.23346;full_february;DAY_OF_WEEK
27/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01575;0.21543;full_february;DAY_OF_WEEK
03/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01577;0.18883;full_february;DAY_OF_WEEK
06/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01606;0.21967;full_february;DAY_OF_WEEK
20/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01616;0.22535;full_february;DAY_OF_WEEK
19/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01652;0.22892;full_february;DAY_OF_WEEK
28/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01721;0.19504;full_february;DAY_OF_WEEK
20/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.01729;0.21814;full_february;DAY_OF_WEEK
07/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01769;0.22188;full_february;DAY_OF_WEEK
02/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01804;0.21793;full_february;DAY_OF_WEEK
22/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01818;0.22655;full_february;DAY_OF_WEEK
03/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.01996;0.21995;full_february;DAY_OF_WEEK
04/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02011;0.20443;full_february;DAY_OF_WEEK
31/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02034;0.24302;full_february;DAY_OF_WEEK
02/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02108;0.20364;full_february;DAY_OF_WEEK
16/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02116;0.20875;full_february;DAY_OF_WEEK
28/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02126;0.19432;full_february;DAY_OF_WEEK
11/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02131;0.19487;full_february;DAY_OF_WEEK
23/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02168;0.20708;full_february;DAY_OF_WEEK
10/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02197;0.22043;full_february;DAY_OF_WEEK
24/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02262;0.23639;full_february;DAY_OF_WEEK
12/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.023;0.22617;full_february;DAY_OF_WEEK
18/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02328;0.22553;full_february;DAY_OF_WEEK
10/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02329;0.22583;full_february;DAY_OF_WEEK
10/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0243;0.23254;full_february;DAY_OF_WEEK
21/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02587;0.23076;full_february;DAY_OF_WEEK
26/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02619;0.21314;full_february;DAY_OF_WEEK
17/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02672;1.53125;full_february;DAY_OF_WEEK
12/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02674;1.36875;full_february;DAY_OF_WEEK
06/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02688;0.21596;full_february;DAY_OF_WEEK
01/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02769;0.20104;full_february;DAY_OF_WEEK
16/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02792;0.19338;full_february;DAY_OF_WEEK
04/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02796;0.22464;full_february;DAY_OF_WEEK
13/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02892;0.18464;full_february;DAY_OF_WEEK
05/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.02894;0.19828;full_february;DAY_OF_WEEK
24/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.02947;0.21061;full_february;DAY_OF_WEEK
15/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03013;0.20377;full_february;DAY_OF_WEEK
28/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03103;0.23538;full_february;DAY_OF_WEEK
21/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03138;0.20741;full_february;DAY_OF_WEEK
22/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03154;0.22815;full_february;DAY_OF_WEEK
30/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03162;0.22922;full_february;DAY_OF_WEEK
03/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03163;0.23127;full_february;DAY_OF_WEEK
19/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.03232;0.19618;full_february;DAY_OF_WEEK
07/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.03253;0.20666;full_february;DAY_OF_WEEK
26/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.03382;0.19932;full_february;DAY_OF_WEEK
05/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03413;0.22737;full_february;DAY_OF_WEEK
15/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03462;0.22321;full_february;DAY_OF_WEEK
11/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03535;0.22439;full_february;DAY_OF_WEEK
29/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.03585;0.22071;full_february;DAY_OF_WEEK
11/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03646;0.23458;full_february;DAY_OF_WEEK
29/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03666;0.20709;full_february;DAY_OF_WEEK
30/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03734;0.21171;full_february;DAY_OF_WEEK
14/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0376;0.23793;full_february;DAY_OF_WEEK
26/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0379;0.23111;full_february;DAY_OF_WEEK
23/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.03892;0.22695;full_february;DAY_OF_WEEK
01/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04036;0.21699;full_february;DAY_OF_WEEK
14/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04088;1.4625;full_february;DAY_OF_WEEK
07/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04179;0.19809;full_february;DAY_OF_WEEK
23/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04282;0.21765;full_february;DAY_OF_WEEK
24/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04359;0.23452;full_february;DAY_OF_WEEK
13/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04562;0.20689;full_february;DAY_OF_WEEK
11/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04566;0.20007;full_february;DAY_OF_WEEK
25/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04645;0.19321;full_february;DAY_OF_WEEK
13/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04647;0.25313;full_february;DAY_OF_WEEK
01/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04651;0.21982;full_february;DAY_OF_WEEK
26/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.04786;0.19558;full_february;DAY_OF_WEEK
17/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04874;0.21168;full_february;DAY_OF_WEEK
27/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.04998;0.24767;full_february;DAY_OF_WEEK
12/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05065;0.23209;full_february;DAY_OF_WEEK
27/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.05126;0.19403;full_february;DAY_OF_WEEK
15/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05156;0.21722;full_february;DAY_OF_WEEK
16/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05157;0.23284;full_february;DAY_OF_WEEK
19/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05244;0.21718;full_february;DAY_OF_WEEK
08/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05278;0.22238;full_february;DAY_OF_WEEK
21/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05432;0.21929;full_february;DAY_OF_WEEK
12/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.05442;0.18701;full_february;DAY_OF_WEEK
26/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05469;0.22817;full_february;DAY_OF_WEEK
25/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05479;0.21875;full_february;DAY_OF_WEEK
31/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05485;0.20372;full_february;DAY_OF_WEEK
09/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.05585;0.18018;full_february;DAY_OF_WEEK
16/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05671;0.21819;full_february;DAY_OF_WEEK
25/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05749;0.23551;full_february;DAY_OF_WEEK
22/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05818;0.21209;full_february;DAY_OF_WEEK
28/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05902;0.22886;full_february;DAY_OF_WEEK
01/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.05908;0.19141;full_february;DAY_OF_WEEK
11/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05936;0.23995;full_february;DAY_OF_WEEK
20/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.05975;0.23235;full_february;DAY_OF_WEEK
11/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.05997;0.18849;full_february;DAY_OF_WEEK
10/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.06008;0.18212;full_february;DAY_OF_WEEK
07/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06203;0.22473;full_february;DAY_OF_WEEK
21/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0636;0.23188;full_february;DAY_OF_WEEK
15/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06441;0.20601;full_february;DAY_OF_WEEK
13/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06444;0.24366;full_february;DAY_OF_WEEK
24/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06478;1.575;full_february;DAY_OF_WEEK
07/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.06609;0.19119;full_february;DAY_OF_WEEK
31/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.06907;0.18509;full_february;DAY_OF_WEEK
12/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06969;0.25246;full_february;DAY_OF_WEEK
28/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.06978;0.21342;full_february;DAY_OF_WEEK
23/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07012;0.161111111;full_february;DAY_OF_WEEK
01/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07043;0.24933;full_february;DAY_OF_WEEK
05/11/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07054;0.24796;full_february;DAY_OF_WEEK
01/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07168;0.23311;full_february;DAY_OF_WEEK
27/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07229;0.21688;full_february;DAY_OF_WEEK
14/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07244;0.22896;full_february;DAY_OF_WEEK
04/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07609;0.24983;full_february;DAY_OF_WEEK
25/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.07927;0.22823;full_february;DAY_OF_WEEK
29/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.08024;0.18978;full_february;DAY_OF_WEEK
26/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08165;0.22253;full_february;DAY_OF_WEEK
18/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08183;0.22827;full_february;DAY_OF_WEEK
05/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.08338;0.19357;full_february;DAY_OF_WEEK
22/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08538;0.23238;full_february;DAY_OF_WEEK
30/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.08557;0.18545;full_february;DAY_OF_WEEK
24/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.0866;0.22339;full_february;DAY_OF_WEEK
09/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08793;0.23151;full_february;DAY_OF_WEEK
09/12/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08831;0.23627;full_february;DAY_OF_WEEK
29/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08845;0.24207;full_february;DAY_OF_WEEK
18/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.08858;0.22567;full_february;DAY_OF_WEEK
17/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.09142;0.22278;full_february;DAY_OF_WEEK
16/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.09152;0.22957;full_february;DAY_OF_WEEK
01/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.09222;0.17945;full_february;DAY_OF_WEEK
08/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.09251;0.18599;full_february;DAY_OF_WEEK
21/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.09623;0.20947;full_february;DAY_OF_WEEK
19/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.09806;0.25775;full_february;DAY_OF_WEEK
05/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10075;0.25717;full_february;DAY_OF_WEEK
02/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10098;0.21403;full_february;DAY_OF_WEEK
06/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10125;0.18432;full_february;DAY_OF_WEEK
05/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10136;0.18464;full_february;DAY_OF_WEEK
30/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10146;0.23705;full_february;DAY_OF_WEEK
19/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10382;0.23237;full_february;DAY_OF_WEEK
12/07/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10418;0.18798;full_february;DAY_OF_WEEK
08/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10463;0.21932;full_february;DAY_OF_WEEK
07/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10469;0.18252;full_february;DAY_OF_WEEK
10/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10649;0.17599;full_february;DAY_OF_WEEK
10/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.1074;0.25251;full_february;DAY_OF_WEEK
10/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10816;0.22117;full_february;DAY_OF_WEEK
20/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.10982;0.21027;full_february;DAY_OF_WEEK
19/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.10997;0.18372;full_february;DAY_OF_WEEK
15/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.11169;0.18971;full_february;DAY_OF_WEEK
04/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.11301;0.18631;full_february;DAY_OF_WEEK
18/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.11417;0.23592;full_february;DAY_OF_WEEK
04/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.11454;0.22112;full_february;DAY_OF_WEEK
12/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.1154;0.22027;full_february;DAY_OF_WEEK
06/10/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.12136;0.27442;full_february;DAY_OF_WEEK
19/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.12568;0.24257;full_february;DAY_OF_WEEK
13/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.13098;0.22119;full_february;DAY_OF_WEEK
15/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.13368;0.17797;full_february;DAY_OF_WEEK
20/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.13439;0.20229;full_february;DAY_OF_WEEK
22/09/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.13701;0.26908;full_february;DAY_OF_WEEK
21/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.14167;0.22851;full_february;DAY_OF_WEEK
03/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.14356;0.22341;full_february;DAY_OF_WEEK
14/06/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.14843;0.22816;full_february;DAY_OF_WEEK
18/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.15295;0.17627;full_february;DAY_OF_WEEK
20/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.1553;0.23814;full_february;DAY_OF_WEEK
23/04/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.16125;0.22242;full_february;DAY_OF_WEEK
08/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.16336;0.17304;full_february;DAY_OF_WEEK
19/05/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.16515;0.22875;full_february;DAY_OF_WEEK
21/05/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.17349;0.24439;full_february;DAY_OF_WEEK
20/05/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.17587;0.22944;full_february;DAY_OF_WEEK
22/08/2020;IDN;GADM;IDN.9.6_1;Ciamis;0.17636;0.19171;full_february;DAY_OF_WEEK
22/05/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.17681;0.22606;full_february;DAY_OF_WEEK
21/03/2020;IDN;GADM;IDN.9.6_1;Ciamis;-0.17696;0.23058;full_february;DAY_OF_WEEK
